Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,xmlCommentPattern,3,1,0,100,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,yamlCommentPattern,3,1,0,105,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,javaCommentPattern,5,1,0,110,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionProcessor,CamelKModelineInsertionProcessor,3,1,1,35,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionProcessor,getCompletions,3,1,0,39,0,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineInsertionProcessor,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineInsertionProcessor
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionProcessor,getCompletionCorrespondingToDocument,3,1,0,47,0,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,CamelKModelineOptionNames,2,1,0,32,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,createCompletionItem,8,2,2,76,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,getCompletionItems,3,1,0,85,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,getCompletionItems,3,1,1,89,0,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineOptionNames
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineOptionNames,getDescription,3,1,1,95,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForComponentNames,8,1,0,40,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForComponentNamesWithInsertAndReplace,13,1,0,52,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForGroup,11,1,0,69,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForGroupWithInsertAndReplaceWithPArtialProperty,3,1,0,85,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForGroupWithInsertAndReplace,3,1,0,90,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForGroupWithInsertAndReplace,18,1,2,95,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForComponentAttribute,8,1,0,117,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForComponentAttributeWithDashedNotation,8,1,0,129,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelComponentPropertyTest,testProvideCompletionForComponentSuffixWithInseertAndReplace,13,1,0,141,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelOpenAPITest,testProvideCompletionForPropertyFile,7,1,0,44,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelOpenAPITest,createExpectedCompletionItem,5,1,1,58,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelOpenAPITest,createFileStructureForTest,13,1,0,64,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelPropertyFileTest,testProvideCompletionForPropertyDashFile,7,1,0,44,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelPropertyFileTest,testProvideCompletionForPropertyFile,7,1,0,58,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelPropertyFileTest,createExpectedCompletionItem,5,1,1,72,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelPropertyFileTest,createFileStructureForTest,13,1,1,78,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelPropertyFileTest,testNoExceptionWithPartialURI,6,1,0,111,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelResourceTest,testProvideCompletionForResourceKind,7,1,0,44,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelResourceTest,testProvideCompletionForResourceFile,9,1,0,55,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelResourceTest,testProvideCompletionForResourceFileWithAtPath,10,1,0,72,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelResourceTest,createExpectedCompletionItem,5,1,3,90,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCamelResourceTest,createFileStructureForTest,13,1,1,96,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testProvideCompletionWithOnlyPrefix,7,1,0,36,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testProvideCompletionOnSecondLine,7,1,0,47,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testProvideCompletionWithPartialName,7,1,0,58,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,checkTraitCompletionAvailable,5,1,1,69,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testProvideCompletionAtTheEndOfLine,7,1,0,75,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testProvideNoCompletionInPrefix,5,1,0,86,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionTest,testPropertyFileOptionIsDeprecated,9,1,0,95,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineConfigOptionTest,testProvideCompletionForConfigKind,7,1,0,44,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineConfigOptionTest,testProvideCompletionForFile,8,1,0,55,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineConfigOptionTest,createExpectedCompletionItem,5,1,2,71,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineConfigOptionTest,createFileStructureForTest,13,1,1,77,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionForCamelComponentDependency,10,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,isNotMvnOrJitPack,3,1,0,54,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionForCamelComponentDependencyOnSecondLine,10,1,0,58,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionWithInsertAndReplaceForCamelComponentDependency,14,1,0,72,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionWithInsertAndReplaceInMiddleOfValue,14,1,0,90,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionForMavenComponentDependency,11,1,0,108,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineDependencyCompletionTest,testProvideCompletionForJitpackComponentDependency,11,1,0,123,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest,beginningOfLastLine,4,1,1,333,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest,assertNoCompletionsAvailable,3,1,1,339,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest,assertCompletionItemsHasExpectedCompletionForType,3,1,2,343,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineInsertionTest,getCompletionsFor,5,1,3,348,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelinePropertyTest,testProvideCompletionForComponentSuffix,8,1,0,36,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelinePropertyTest,testProvideCompletionForFileType,7,1,0,48,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideCompletionAfterEqual,7,1,0,40,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideCompletionOnSecondLine,7,1,0,51,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideCompletionWithPartialName,7,1,0,64,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,checkPlatformCompletionAvailable,10,1,4,75,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideNoCompletionForNotATrait,6,1,0,89,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideCompletionForYaml,7,1,0,99,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitDefinitionNameTest,testProvideCompletionWithCorrectInsertWithTextAfter,6,1,0,110,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionAfterTraitDefinitionDot,13,1,0,43,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionOnSecondLine,6,1,0,60,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionWithPartialName,10,1,0,72,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionForYaml,6,1,0,86,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionForDefaultvalues,6,1,3,96,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionForDefaultvalues,3,1,0,106,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,findCompletionItemWithLabel,6,1,2,112,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideNoCompletionForUnknownTraitDefinitionName,6,1,0,122,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineTraitPropertyNameTest,testProvideCompletionWithInsertAndReplaceWithvalueAlreadyProvided,13,1,0,132,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,CamelKTraitManager,2,1,0,41,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getTraits,15,2,0,48,0,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,retrieveTraitsDefinitionFromCamelKCRD,3,1,1,64,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getTraitDefinitionNameCompletionItems,15,2,2,68,0,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,hasAPropertySpecified,3,1,1,83,0,com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitOption,com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitOption
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getTraitPropertyNameCompletionItems,20,3,2,87,0,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitDefinition; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitOption; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitDefinitionProperty
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,hasAValueSpecified,3,1,1,109,0,com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitOption,com.github.cameltooling.lsp.internal.modelinemodel.CamelKModelineTraitOption
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getTrait,3,1,1,113,0,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getDescription,7,2,1,117,0,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
camel-language-server,com.github.cameltooling.lsp.internal.completion.traits,CamelKTraitManager,getPropertyDescription,10,3,2,125,0,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager,com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
