Project,Package,Class,Method,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentSchemesCompletionsFuture,addExistingEndpointsOfSameSchemeCompletionItems,15,2,0,73,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointCompletionProcessor,CamelEndpointCompletionProcessor,5,1,3,45,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointCompletionProcessor,getCompletions,19,4,2,51,0,com.github.cameltooling.lsp.internal.parser.ParserFileHelperFactory,com.github.cameltooling.lsp.internal.parser.ParserFileHelperFactory; com.github.cameltooling.lsp.internal.completion.CamelEndpointCompletionProcessor; com.github.cameltooling.lsp.internal.parser.ParserFileHelper
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointCompletionProcessor,getCompletions,4,1,3,70,0,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,CamelOptionNamesCompletionsFuture,10,1,8,61,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,apply,10,1,1,72,0,com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture,com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture; com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.catalog.util.ModelHelper; com.github.cameltooling.lsp.internal.catalog.model.ComponentModel; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,retrieveTwitterGeographySearchProperties,7,2,0,92,0,com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture,com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,createTwitterGeographySearchCompletionItem,12,1,0,100,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.instancemodel.DSLModelHelper; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,retrieveKameletProperties,13,4,0,119,0,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance,com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelComponentAndPathUriInstance; com.github.cameltooling.lsp.internal.catalog.util.KameletsCatalogManager; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,createCompletionItem,14,2,1,139,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,computeInsertText,8,2,2,154,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,initialFilter,3,1,1,163,0,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils,com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,createCompletionItem,28,4,1,170,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,getMarkupDocumentation,18,3,1,199,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,getDocumentation,14,2,1,218,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.completion.CamelOptionNamesCompletionsFuture
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,addIfNotEmpty,7,2,3,233,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,addMarkdownIfNotEmpty,7,2,3,241,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionNamesCompletionsFuture,configureSortTextToHaveApiBasedOptionsBefore,5,2,3,249,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionValuesCompletionsFuture,CamelOptionValuesCompletionsFuture,4,1,2,50,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionValuesCompletionsFuture,apply,42,7,1,55,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils; com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance; com.github.cameltooling.lsp.internal.completion.CamelOptionValuesCompletionsFuture; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionValuesCompletionsFuture,getCompletionForKubernetes,37,4,0,101,0,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionValuesCompletionsFuture,computeCompletionForEnums,9,2,1,163,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.completion.FilterPredicateUtils
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelOptionValuesCompletionsFuture,retrieveEndpointOptionModel,6,1,1,173,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel; com.github.cameltooling.lsp.internal.catalog.util.ModelHelper; com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamValueURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelPropertiesCompletionProcessor,CamelPropertiesCompletionProcessor,4,1,2,38,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelPropertiesCompletionProcessor,getCompletions,7,2,3,43,0,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil; com.github.cameltooling.lsp.internal.instancemodel.propertiesfile.CamelPropertyEntryInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionItemCreator,createForQualifiedClassName,8,1,2,25,0,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils,com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils; com.github.cameltooling.lsp.internal.completion.CompletionItemCreator
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionItemCreator,extractSimpleClassName,9,2,1,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionResolverUtils,CompletionResolverUtils,2,1,0,43,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionResolverUtils,applyTextEditToCompletionItem,14,3,2,47,0,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable,com.github.cameltooling.lsp.internal.instancemodel.ILineRangeDefineable
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionResolverUtils,retrieveEndpointIDsOfScheme,18,5,3,64,0,com.github.cameltooling.lsp.internal.instancemodel.ReferenceUtils,com.github.cameltooling.lsp.internal.instancemodel.ReferenceUtils; com.github.cameltooling.lsp.internal.parser.ParserXMLFileHelper; com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompletionResolverUtils,applyDeprecation,6,2,2,83,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,FilterPredicateUtils,FilterPredicateUtils,2,1,0,30,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,FilterPredicateUtils,matchesCompletionFilter,11,2,1,34,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,FilterPredicateUtils,matchesEndpointOptionFilter,11,2,1,51,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel
camel-language-server,com.github.cameltooling.lsp.internal.completion,FilterPredicateUtils,removeDuplicatedOptions,12,3,2,67,0,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance,com.github.cameltooling.lsp.internal.instancemodel.OptionParamKeyURIInstance; com.github.cameltooling.lsp.internal.instancemodel.OptionParamURIInstance; com.github.cameltooling.lsp.internal.instancemodel.CamelUriElementInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,FilterPredicateUtils,matchesProducerConsumerGroups,12,2,1,87,0,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel,com.github.cameltooling.lsp.internal.catalog.model.BaseOptionModel
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletTemplateIdCompletionProvider,KameletTemplateIdCompletionProvider,3,1,1,38,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletTemplateIdCompletionProvider,get,11,1,1,42,0,com.github.cameltooling.lsp.internal.completion.KameletTemplateIdCompletionProvider,com.github.cameltooling.lsp.internal.completion.KameletTemplateIdCompletionProvider
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletTemplateIdCompletionProvider,retrievePotentialKamelets,14,3,1,57,0,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance,com.github.cameltooling.lsp.internal.instancemodel.CamelURIInstance; com.github.cameltooling.lsp.internal.catalog.util.KameletsCatalogManager; com.github.cameltooling.lsp.internal.instancemodel.PathParamURIInstance
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,PomCompletionProcessor,4,1,2,41,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,getCompletions,17,3,1,46,0,com.github.cameltooling.lsp.internal.completion.PomCompletionProcessor,com.github.cameltooling.lsp.internal.completion.PomCompletionProcessor
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,createCamelDependenciesCompletionItems,12,2,0,65,0,com.github.cameltooling.lsp.internal.catalog.model.ComponentModel,com.github.cameltooling.lsp.internal.catalog.model.ComponentModel; com.github.cameltooling.lsp.internal.catalog.util.ModelHelper; com.github.cameltooling.lsp.internal.completion.CompletionResolverUtils
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,createCamelQuarkusDebugProfileCompletionItem,24,1,0,82,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionProcessor,isInsideTag,20,6,3,109,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,VSCodeTasksCompletionProcessor,3,1,1,45,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,getCompletions,26,6,1,49,0,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil; com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor; com.github.cameltooling.lsp.internal.completion.traits.CamelKTraitManager
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,createCompletionitemForTrait,17,2,2,76,0,com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor,com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,createCompletionItemForProperty,16,2,2,93,0,com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor,com.github.cameltooling.lsp.internal.completion.VSCodeTasksCompletionProcessor
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksCompletionProcessor,applyTextEdit,4,1,3,109,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testFetcher,13,1,0,155,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testTwilio,8,1,0,170,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testGoogleSheetsSpreadsheetId,8,1,0,180,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testUpdater,9,1,0,191,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,filterApiBasedOptions,3,1,1,202,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testApiName,14,1,0,206,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testWithPartialMethodName,14,1,0,222,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testMethodName,8,1,0,238,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testBasicEmpty,7,1,2,248,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testBasicEmpty,3,1,0,258,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,testNoCompletionWithNonApiBasedComponent,8,1,0,265,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionForApisTest,getInitializationOptions,3,1,0,276,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionInsertAndReplaceTest,testComponent,14,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionInsertAndReplaceTest,testAttribute,15,2,0,54,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelCompletionRobustnessTest,testCompletionOnNotOpenedDocument,4,1,0,30,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionBooleanValuesTest,testProvideBooleanValues,3,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionBooleanValuesTest,testProvideCamelOptions,13,4,3,43,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionEnumerationValuesTest,testProvideEnumValues,3,1,0,40,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionEnumerationValuesTest,testProvideCamelOptions,5,1,3,45,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionEnumerationValuesTest,createExpectedCompletionItem,5,1,1,55,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptions,3,1,0,42,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptionsForConsumerOnly,10,1,0,47,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptionsForConsumerOnlyForJava,10,1,0,59,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptionsForConsumerOrProducer,10,1,0,71,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptionsWhenAlreadyContainOptions,3,1,0,83,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptions,3,1,4,88,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,testProvideCamelOptions,5,1,5,92,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,getParamConsumerAndProducerCompletionItem,10,1,2,100,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelComponentOptionsCompletionsTest,getInitializationOptions,4,1,0,111,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelDeprecationIndicatorInCompletionTest,testCamelComponentDeprecation,8,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelDeprecationIndicatorInCompletionTest,testParameterDeprecation,8,1,0,48,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelDeprecationIndicatorInCompletionTest,getInitializationOptions,4,1,0,58,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointOptionDuplicateTest,data,3,1,0,43,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointOptionDuplicateTest,testProvideCompletionForCamelBlueprintNamespace,12,3,5,52,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointUriCompletionTest,data,3,1,0,41,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelEndpointUriCompletionTest,testProvideCompletionForCamelBlueprintNamespace,13,3,7,128,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,setupCluster,6,1,0,52,0,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,cleanupCluster,3,1,0,59,0,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager,com.github.cameltooling.lsp.internal.kubernetes.KubernetesConfigManager
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testCompletionForNamespace,8,1,0,64,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testCompletionWithNoNamespace,4,1,0,74,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testCompletionWithSeveralNamespace,6,1,0,80,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testCompletionForSecret,8,1,0,89,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testSecretCompletionWithNoSecrets,5,1,0,99,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testSecretCompletionWithSeveralSecrets,7,1,0,106,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testConfigMapCompletion,8,1,0,116,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testConfigMapAndSecretsCompletion,11,1,0,127,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testKubernetesAutoCompletionMidValue,14,1,0,141,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testKubernetesAutoCompletionSeveralPlaceholders,14,1,0,159,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,testKubernetesAutoCompletionPlaceholdersNotClosed,14,1,0,178,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,createNamespace,3,1,1,196,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,getCompletionForNamespace,8,1,0,200,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,createSecret,5,1,2,210,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,getCompletionForSecrets,8,1,0,225,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,createConfigMap,5,1,2,235,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,getCompletionForConfigMaps,8,1,0,251,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelKubernetesServicesCompletionTest,getCompletionForPlaceholders,8,1,0,262,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelLanguageServerCompletionPositionTest,data,3,1,0,43,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelLanguageServerCompletionPositionTest,testProvideCompletionForCamelBlueprintNamespace,12,2,7,83,0,com.github.cameltooling.lsp.internal.completion.CamelLanguageServerCompletionPositionTest,com.github.cameltooling.lsp.internal.completion.CamelLanguageServerCompletionPositionTest
camel-language-server,com.github.cameltooling.lsp.internal.completion,CamelLanguageServerCompletionPositionTest,createExpectedBeanCompletionItem,7,1,4,106,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompleteIdOnDirectEndpointsTest,testDirectEndpointCompletion,11,2,0,37,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,CompleteIdOnDirectEndpointsTest,testSEDAEndpointCompletion,11,2,0,51,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletTemplateIdCompletionForSource,7,1,0,38,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletTemplateIdCompletionForSink,5,1,0,53,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletPropertyCompletionForSource,5,1,0,65,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,testKameletPropertyCompletionWithTypeForSource,5,1,0,77,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createSecretKeyPropertyCompletionItem,8,1,0,88,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createTablePropertyCompletionItem,8,1,0,101,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createPropertyCompletionItemWithDefaultValue,8,1,0,114,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsddbSourceCompletionItem,6,1,0,127,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,createAwsKinesisSinkCompletionItem,6,1,0,138,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KameletCompletionTest,initLanguageServer,3,1,1,149,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,setup,3,1,0,48,0,com.github.cameltooling.lsp.internal.kubernetes.KnativeConfigManager,com.github.cameltooling.lsp.internal.kubernetes.KnativeConfigManager
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,teardown,3,1,0,53,0,com.github.cameltooling.lsp.internal.kubernetes.KnativeConfigManager,com.github.cameltooling.lsp.internal.kubernetes.KnativeConfigManager
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForChannel,8,1,0,58,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForInMemoryChannel,8,1,0,68,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForEvent,8,1,0,78,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,testCompletionForEndpoint,8,1,0,88,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,KNativeConnectedCompletionTest,retrieveCompletions,7,1,1,98,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTag,15,1,0,32,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testNoCompletionOutsideTagEvenWithDependencyManagement,22,1,0,48,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testQuarkusDebugProfile,17,1,0,71,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,PomCompletionTest,testCamelComponentDependency,19,1,0,89,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptions,9,1,0,34,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterGeographySearchCompletionTest,testCompletionHasAllExpectedOptionsAfterAnotherOption,9,1,0,49,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,TwitterTimelineCompletionTest,testTwitterTimelineCompletionForLang,5,1,0,33,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksJsonTest,testCompletionForTrait,20,1,0,32,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksJsonTest,testCompletionForTraitProperty,20,1,0,54,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion,VSCodeTasksJsonTest,testNoCompletionOutsideWhenNoTraits,17,1,0,77,1,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionprocessor,CamelKModelineCompletionprocessor,4,1,2,35,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineCompletionprocessor,getCompletions,4,1,1,40,0,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil,com.github.cameltooling.lsp.internal.parser.ParserFileHelperUtil; com.github.cameltooling.lsp.internal.modelinemodel.CamelKModeline
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,CamelKModelineFileType,6,1,5,58,0,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getCorrespondingExtensions,3,1,0,69,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getModeline,3,1,0,73,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getCommentRegexSupplier,3,1,0,77,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getCompletion,3,1,0,81,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getCompletionItem,5,1,2,85,0,,
camel-language-server,com.github.cameltooling.lsp.internal.completion.modeline,CamelKModelineFileType,getFileTypeCorrespondingToUri,3,1,1,92,0,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType,com.github.cameltooling.lsp.internal.completion.modeline.CamelKModelineFileType
